tgt_acc,src_acc,Gen_type,NSD,arch,ft,size
0.5536423841059602,0.8175895765472313,OOD,-0.3228358090815546,do,lora,base
0.651553744268976,0.852707654723127,OOD,-0.23590020488260466,eo,adapter,base
0.6835455934793683,0.8895561889250815,OOD,-0.2315880638126429,do,adapter,large
0.8353540499235863,0.9166327361563518,OOD,-0.08867093987236957,eo,adapter,large
0.5855323484462557,0.8137214983713354,OOD,-0.2804265960550393,eo,lora,base
0.65206316861946,0.8499592833876222,OOD,-0.23283011155478145,eo,adapter,base
0.8747834946510443,0.9048249185667753,OOD,-0.03320136669458216,ed,lora,large
0.8027508914926134,0.8865024429967426,OOD,-0.09447413503003399,ed,adapter,base
0.735812531839022,0.8716408794788274,OOD,-0.15583063029469213,eo,lora,base
0.6880285277636271,0.8562703583061889,OOD,-0.1964821378090974,eo,lora,large
0.5478349465104432,0.7857288273615635,OOD,-0.3027684266720308,do,adapter,base
0.7511971472236373,0.88314332247557,OOD,-0.14940516662920555,eo,adapter,base
0.7380539989811513,0.8856881107491856,OOD,-0.16668860062167212,eo,adapter,large
0.8209882832399389,0.9085912052117264,OOD,-0.09641621167945785,eo,lora,large
0.8599083036169128,0.9178542345276873,OOD,-0.06313195356187741,ed,adapter,large
0.7669893020886398,0.9098127035830619,OOD,-0.1569811027390023,eo,plain,large
0.6546102903718798,0.8340798045602605,OOD,-0.21517067456512723,do,lora,large
0.5681333333333334,0.8633957654723127,ROB,-0.3419780869291833,do,lora,large
0.6504666666666666,0.8982084690553745,ROB,-0.2758177092777274,do,plain,large
0.5814333333333334,0.8580008143322475,ROB,-0.32233941550994577,ed,lora,base
0.5814,0.9106270358306189,ROB,-0.3615388329979879,eo,plain,large
0.5,0.8514861563517915,ROB,-0.41279139270771065,eo,adapter,base
0.7068666666666666,0.9213151465798045,ROB,-0.23276343682097742,ed,plain,large
0.5677666666666666,0.9041123778501629,ROB,-0.3720175936350672,eo,plain,base
0.5768333333333333,0.8947475570032574,ROB,-0.35531164201744414,do,plain,base
0.5197,0.8458876221498371,ROB,-0.3856157882069795,do,adapter,base
0.5000333333333333,0.8645154723127035,ROB,-0.4216027944581812,eo,lora,large
0.633,0.8968851791530945,ROB,-0.29422403813415055,ed,plain,base
0.6466,0.9048249185667753,ROB,-0.2853866126673417,ed,lora,large
